userName,score,at,content,content_casefold,cleaned,normalized,tokens,no_stopword,stemmed,unique,clean_final,preprocessed,Unigram,Bigram,Trigram
Hafiz,1,2025-10-25 02:16:50,ff game burik masa di cs ada m590 maunya SG dua aja baru masa jaringan bagus pas menebak jaringan langsung jelek dan tolong kepada Garena tolong hapus m590 di cs elit,ff game burik masa di cs ada m590 maunya sg dua aja baru masa jaringan bagus pas menebak jaringan langsung jelek dan tolong kepada garena tolong hapus m590 di cs elit,ff game burik masa di cs ada m maunya sg dua aja baru masa jaringan bagus pas menebak jaringan langsung jelek dan tolong kepada garena tolong hapus m di cs elit,ff permainan burik masa di cs ada m maunya sg dua aja baru masa jaringan bagus pas menebak jaringan langsung jelek dan tolong kepada garena tolong hapus m di cs elit,"['ff', 'permainan', 'burik', 'masa', 'di', 'cs', 'ada', 'm', 'maunya', 'sg', 'dua', 'aja', 'baru', 'masa', 'jaringan', 'bagus', 'pas', 'menebak', 'jaringan', 'langsung', 'jelek', 'dan', 'tolong', 'kepada', 'garena', 'tolong', 'hapus', 'm', 'di', 'cs', 'elit']","['permainan', 'burik', 'masa', 'cs', 'm', 'maunya', 'sg', 'masa', 'menebak', 'langsung', 'garena', 'm', 'cs', 'elit']","['main', 'burik', 'masa', 'cs', 'm', 'mau', 'sg', 'masa', 'tebak', 'langsung', 'garena', 'm', 'cs', 'elit']","['main', 'burik', 'masa', 'cs', 'm', 'mau', 'sg', 'tebak', 'langsung', 'garena', 'elit']","['main', 'burik', 'masa', 'mau', 'tebak', 'langsung', 'garena', 'elit']",main burik masa mau tebak langsung garena elit,"[('main',), ('burik',), ('masa',), ('mau',), ('tebak',), ('langsung',), ('garena',), ('elit',)]","[('main', 'burik'), ('burik', 'masa'), ('masa', 'mau'), ('mau', 'tebak'), ('tebak', 'langsung'), ('langsung', 'garena'), ('garena', 'elit')]","[('main', 'burik', 'masa'), ('burik', 'masa', 'mau'), ('masa', 'mau', 'tebak'), ('mau', 'tebak', 'langsung'), ('tebak', 'langsung', 'garena'), ('langsung', 'garena', 'elit')]"
Musyaffa Fi,1,2025-10-25 02:14:38,garena babi hutan kasih sinyal merah terus,garena babi hutan kasih sinyal merah terus,garena babi hutan kasih sinyal merah terus,garena babi hutan kasih sinyal merah terus,"['garena', 'babi', 'hutan', 'kasih', 'sinyal', 'merah', 'terus']","['garena', 'babi', 'hutan', 'merah', 'terus']","['garena', 'babi', 'hutan', 'merah', 'terus']","['garena', 'babi', 'hutan', 'merah', 'terus']","['garena', 'babi', 'hutan', 'merah', 'terus']",garena babi hutan merah terus,"[('garena',), ('babi',), ('hutan',), ('merah',), ('terus',)]","[('garena', 'babi'), ('babi', 'hutan'), ('hutan', 'merah'), ('merah', 'terus')]","[('garena', 'babi', 'hutan'), ('babi', 'hutan', 'merah'), ('hutan', 'merah', 'terus')]"
Nen Dia,5,2025-10-25 02:10:02,sanggar suka,sanggar suka,sanggar suka,sanggar suka,"['sanggar', 'suka']",['sanggar'],['sanggar'],['sanggar'],['sanggar'],sanggar,"[('sanggar',)]",[],[]
Ryo dwipermana,5,2025-10-25 02:00:38,senang,senang,senang,senang,['senang'],['senang'],['senang'],['senang'],['senang'],senang,"[('senang',)]",[],[]
Isaura Tabina Putri,5,2025-10-25 01:58:47,gamee nya baguss,gamee nya baguss,gamee nya baguss,gamee nya baguss,"['gamee', 'nya', 'baguss']",['gamee'],['gamee'],['gamee'],['gamee'],gamee,"[('gamee',)]",[],[]
Hafid Faiz,1,2025-10-25 01:55:16,game nya agak aneh anjg waktu main cs elite kadang ada bug darah 0(nol) atau ngga cs biasa padahal aku mau main cs elite,game nya agak aneh anjg waktu main cs elite kadang ada bug darah 0(nol) atau ngga cs biasa padahal aku mau main cs elite,game nya agak aneh anjg waktu main cs elite kadang ada bug darah nol atau ngga cs biasa padahal aku mau main cs elite,permainan nya agak aneh anjg waktu main cs elite kadang ada bug darah nol atau ngga cs biasa padahal aku mau main cs elite,"['permainan', 'nya', 'agak', 'aneh', 'anjg', 'waktu', 'main', 'cs', 'elite', 'kadang', 'ada', 'bug', 'darah', 'nol', 'atau', 'ngga', 'cs', 'biasa', 'padahal', 'aku', 'mau', 'main', 'cs', 'elite']","['permainan', 'aneh', 'cs', 'elite', 'kadang', 'darah', 'nol', 'ngga', 'cs', 'cs', 'elite']","['main', 'aneh', 'cs', 'elite', 'kadang', 'darah', 'nol', 'ngga', 'cs', 'cs', 'elite']","['main', 'aneh', 'cs', 'elite', 'kadang', 'darah', 'nol', 'ngga']","['main', 'aneh', 'elite', 'kadang', 'darah', 'nol', 'ngga']",main aneh elite kadang darah nol ngga,"[('main',), ('aneh',), ('elite',), ('kadang',), ('darah',), ('nol',), ('ngga',)]","[('main', 'aneh'), ('aneh', 'elite'), ('elite', 'kadang'), ('kadang', 'darah'), ('darah', 'nol'), ('nol', 'ngga')]","[('main', 'aneh', 'elite'), ('aneh', 'elite', 'kadang'), ('elite', 'kadang', 'darah'), ('kadang', 'darah', 'nol'), ('darah', 'nol', 'ngga')]"
Abdul Rohman,5,2025-10-25 01:55:10,mantap 👍👍👎👎,mantap 👍👍👎👎,mantap,mantap,['mantap'],[],[],[],[],,[],[],[]
Darrel Ajisaka,5,2025-10-25 01:54:54,sangan senang punya bandule bagus SG rapper,sangan senang punya bandule bagus sg rapper,sangan senang punya bandule bagus sg rapper,sangan senang punya bandule bagus sg rapper,"['sangan', 'senang', 'punya', 'bandule', 'bagus', 'sg', 'rapper']","['sangan', 'senang', 'punya', 'bandule', 'sg', 'rapper']","['sangan', 'senang', 'punya', 'bandule', 'sg', 'rapper']","['sangan', 'senang', 'punya', 'bandule', 'sg', 'rapper']","['sangan', 'senang', 'punya', 'bandule', 'rapper']",sangan senang punya bandule rapper,"[('sangan',), ('senang',), ('punya',), ('bandule',), ('rapper',)]","[('sangan', 'senang'), ('senang', 'punya'), ('punya', 'bandule'), ('bandule', 'rapper')]","[('sangan', 'senang', 'punya'), ('senang', 'punya', 'bandule'), ('punya', 'bandule', 'rapper')]"
Sayfil kafi,5,2025-10-25 01:54:15,enak main nya seru,enak main nya seru,enak main nya seru,enak main nya seru,"['enak', 'main', 'nya', 'seru']","['enak', 'seru']","['enak', 'seru']","['enak', 'seru']","['enak', 'seru']",enak seru,"[('enak',), ('seru',)]","[('enak', 'seru')]",[]
Alwin Stiven,3,2025-10-25 01:50:22,lumayan,lumayan,lumayan,lumayan,['lumayan'],[],[],[],[],,[],[],[]
Alson Santosa,1,2025-10-25 01:49:17,ngga mood main banyak yang pake panel auto headshot,ngga mood main banyak yang pake panel auto headshot,ngga mood main banyak yang pake panel auto headshot,ngga mood main banyak yang pake panel auto headshot,"['ngga', 'mood', 'main', 'banyak', 'yang', 'pake', 'panel', 'auto', 'headshot']","['ngga', 'mood', 'banyak', 'panel', 'auto', 'headshot']","['ngga', 'mood', 'banyak', 'panel', 'auto', 'headshot']","['ngga', 'mood', 'banyak', 'panel', 'auto', 'headshot']","['ngga', 'mood', 'banyak', 'panel', 'auto', 'headshot']",ngga mood banyak panel auto headshot,"[('ngga',), ('mood',), ('banyak',), ('panel',), ('auto',), ('headshot',)]","[('ngga', 'mood'), ('mood', 'banyak'), ('banyak', 'panel'), ('panel', 'auto'), ('auto', 'headshot')]","[('ngga', 'mood', 'banyak'), ('mood', 'banyak', 'panel'), ('banyak', 'panel', 'auto'), ('panel', 'auto', 'headshot')]"
Barzz Yopek,1,2025-10-25 01:49:02,"banyak bug, sering ngalami bug lag tolong diperbarui","banyak bug, sering ngalami bug lag tolong diperbarui",banyak bug sering ngalami bug lag tolong diperbarui,banyak bug sering ngalami bug lemot tolong diperbarui,"['banyak', 'bug', 'sering', 'ngalami', 'bug', 'lemot', 'tolong', 'diperbarui']","['banyak', 'sering', 'ngalami', 'diperbarui']","['banyak', 'sering', 'ngalami', 'baru']","['banyak', 'sering', 'ngalami', 'baru']","['banyak', 'sering', 'ngalami', 'baru']",banyak sering ngalami baru,"[('banyak',), ('sering',), ('ngalami',), ('baru',)]","[('banyak', 'sering'), ('sering', 'ngalami'), ('ngalami', 'baru')]","[('banyak', 'sering', 'ngalami'), ('sering', 'ngalami', 'baru')]"
Abang Septer,5,2025-10-25 01:46:34,gioi,gioi,gioi,gioi,['gioi'],['gioi'],['gioi'],['gioi'],['gioi'],gioi,"[('gioi',)]",[],[]
Azhar Azhar,5,2025-10-25 01:45:23,game nya suruh magenta tapi akun sering ilang,game nya suruh magenta tapi akun sering ilang,game nya suruh magenta tapi akun sering ilang,permainan nya suruh magenta tapi akun sering ilang,"['permainan', 'nya', 'suruh', 'magenta', 'tapi', 'akun', 'sering', 'ilang']","['permainan', 'suruh', 'magenta', 'sering', 'ilang']","['main', 'suruh', 'magenta', 'sering', 'ilang']","['main', 'suruh', 'magenta', 'sering', 'ilang']","['main', 'suruh', 'magenta', 'sering', 'ilang']",main suruh magenta sering ilang,"[('main',), ('suruh',), ('magenta',), ('sering',), ('ilang',)]","[('main', 'suruh'), ('suruh', 'magenta'), ('magenta', 'sering'), ('sering', 'ilang')]","[('main', 'suruh', 'magenta'), ('suruh', 'magenta', 'sering'), ('magenta', 'sering', 'ilang')]"
Delvina Senduk,5,2025-10-25 01:41:12,sangat seru bisa mengatasi stress,sangat seru bisa mengatasi stress,sangat seru bisa mengatasi stress,sangat seru bisa mengatasi stress,"['sangat', 'seru', 'bisa', 'mengatasi', 'stress']","['sangat', 'seru', 'mengatasi', 'stress']","['sangat', 'seru', 'atas', 'stress']","['sangat', 'seru', 'atas', 'stress']","['sangat', 'seru', 'atas', 'stress']",sangat seru atas stress,"[('sangat',), ('seru',), ('atas',), ('stress',)]","[('sangat', 'seru'), ('seru', 'atas'), ('atas', 'stress')]","[('sangat', 'seru', 'atas'), ('seru', 'atas', 'stress')]"
allwan unung,2,2025-10-25 01:39:21,geme kikir dasar emng gameplay doang bagus tpi kikir buat spinan,geme kikir dasar emng gameplay doang bagus tpi kikir buat spinan,geme kikir dasar emng gameplay doang bagus tpi kikir buat spinan,permainan kikir dasar emng gameplay doang bagus tpi kikir buat spinan,"['permainan', 'kikir', 'dasar', 'emng', 'gameplay', 'doang', 'bagus', 'tpi', 'kikir', 'buat', 'spinan']","['permainan', 'kikir', 'dasar', 'emng', 'gameplay', 'kikir', 'spinan']","['main', 'kikir', 'dasar', 'emng', 'gameplay', 'kikir', 'spinan']","['main', 'kikir', 'dasar', 'emng', 'gameplay', 'spinan']","['main', 'kikir', 'dasar', 'emng', 'gameplay', 'spinan']",main kikir dasar emng gameplay spinan,"[('main',), ('kikir',), ('dasar',), ('emng',), ('gameplay',), ('spinan',)]","[('main', 'kikir'), ('kikir', 'dasar'), ('dasar', 'emng'), ('emng', 'gameplay'), ('gameplay', 'spinan')]","[('main', 'kikir', 'dasar'), ('kikir', 'dasar', 'emng'), ('dasar', 'emng', 'gameplay'), ('emng', 'gameplay', 'spinan')]"
Master Pol,5,2025-10-25 01:29:30,ga ada Roblox nya jir😂,ga ada roblox nya jir😂,ga ada roblox nya jir,ga ada roblox nya jir,"['ga', 'ada', 'roblox', 'nya', 'jir']","['roblox', 'jir']","['roblox', 'jir']","['roblox', 'jir']","['roblox', 'jir']",roblox jir,"[('roblox',), ('jir',)]","[('roblox', 'jir')]",[]
Ripal ganteng,1,2025-10-25 01:29:29,tidak bisa masuk game buriq hapus aja dari play store,tidak bisa masuk game buriq hapus aja dari play store,tidak bisa masuk game buriq hapus aja dari play store,tidak bisa masuk permainan buriq hapus aja dari play store,"['tidak', 'bisa', 'masuk', 'permainan', 'buriq', 'hapus', 'aja', 'dari', 'play', 'store']","['permainan', 'buriq', 'play', 'store']","['main', 'buriq', 'play', 'store']","['main', 'buriq', 'play', 'store']","['main', 'buriq', 'play', 'store']",main buriq play store,"[('main',), ('buriq',), ('play',), ('store',)]","[('main', 'buriq'), ('buriq', 'play'), ('play', 'store')]","[('main', 'buriq', 'play'), ('buriq', 'play', 'store')]"
Melki Kiii,1,2025-10-25 01:25:16,"tolong lah perbaiki masak main pake wifi ga bisa, buat login aj g bisa","tolong lah perbaiki masak main pake wifi ga bisa, buat login aj g bisa",tolong lah perbaiki masak main pake wifi ga bisa buat login aj g bisa,tolong lah perbaiki masak main pake wifi ga bisa buat login aj g bisa,"['tolong', 'lah', 'perbaiki', 'masak', 'main', 'pake', 'wifi', 'ga', 'bisa', 'buat', 'login', 'aj', 'g', 'bisa']","['perbaiki', 'masak', 'aj', 'g']","['baik', 'masak', 'aj', 'g']","['baik', 'masak', 'aj', 'g']","['baik', 'masak']",baik masak,"[('baik',), ('masak',)]","[('baik', 'masak')]",[]
Abdul Ghani,5,2025-10-25 01:23:21,bagus grafik nya apa lagi ultra behhhhh bagus banget standar juga udah bagus apa lagi ultra,bagus grafik nya apa lagi ultra behhhhh bagus banget standar juga udah bagus apa lagi ultra,bagus grafik nya apa lagi ultra behhhhh bagus banget standar juga udah bagus apa lagi ultra,bagus grafik nya apa lagi ultra behhhhh bagus banget standar juga udah bagus apa lagi ultra,"['bagus', 'grafik', 'nya', 'apa', 'lagi', 'ultra', 'behhhhh', 'bagus', 'banget', 'standar', 'juga', 'udah', 'bagus', 'apa', 'lagi', 'ultra']","['ultra', 'behhhhh', 'standar', 'ultra']","['ultra', 'behhhhh', 'standar', 'ultra']","['ultra', 'behhhhh', 'standar']","['ultra', 'beh', 'standar']",ultra beh standar,"[('ultra',), ('beh',), ('standar',)]","[('ultra', 'beh'), ('beh', 'standar')]","[('ultra', 'beh', 'standar')]"
Azrirl Zaky,5,2025-10-25 01:23:19,suka ff,suka ff,suka ff,suka ff,"['suka', 'ff']",[],[],[],[],,[],[],[]
Haikal,5,2025-10-25 01:21:22,a tawu,a tawu,a tawu,a tawu,"['a', 'tawu']","['a', 'tawu']","['a', 'tawu']","['a', 'tawu']",['tawu'],tawu,"[('tawu',)]",[],[]
Suci Fahmi,5,2025-10-25 01:19:46,usahakan jangan ngeleg tiba tiba,usahakan jangan ngeleg tiba tiba,usahakan jangan ngeleg tiba tiba,usahakan jangan lemot tiba tiba,"['usahakan', 'jangan', 'lemot', 'tiba', 'tiba']","['usahakan', 'jangan', 'tiba', 'tiba']","['usaha', 'jangan', 'tiba', 'tiba']","['usaha', 'jangan', 'tiba']","['usaha', 'jangan', 'tiba']",usaha jangan tiba,"[('usaha',), ('jangan',), ('tiba',)]","[('usaha', 'jangan'), ('jangan', 'tiba')]","[('usaha', 'jangan', 'tiba')]"
Reyvan Ndaumanu,3,2025-10-25 01:18:22,gamenya bagus tapi kenapa pake iklan?,gamenya bagus tapi kenapa pake iklan?,gamenya bagus tapi kenapa pake iklan,game nya bagus tapi kenapa pake iklan,"['game', 'nya', 'bagus', 'tapi', 'kenapa', 'pake', 'iklan']",['iklan'],['iklan'],['iklan'],['iklan'],iklan,"[('iklan',)]",[],[]
Maulani,5,2025-10-25 01:16:13,jossssss,jossssss,jossssss,jossssss,['jossssss'],['jossssss'],['jossssss'],['jossssss'],['jos'],jos,"[('jos',)]",[],[]
Akbar rizki adiyanto Iki,5,2025-10-25 01:15:12,senang,senang,senang,senang,['senang'],['senang'],['senang'],['senang'],['senang'],senang,"[('senang',)]",[],[]
Muhammad El,5,2025-10-25 01:14:54,game yang bagus,game yang bagus,game yang bagus,permainan yang bagus,"['permainan', 'yang', 'bagus']",['permainan'],['main'],['main'],['main'],main,"[('main',)]",[],[]
Iyan,5,2025-10-25 01:07:34,gem ya bagus polll,gem ya bagus polll,gem ya bagus polll,permainan ya bagus polll,"['permainan', 'ya', 'bagus', 'polll']","['permainan', 'polll']","['main', 'polll']","['main', 'polll']","['main', 'pol']",main pol,"[('main',), ('pol',)]","[('main', 'pol')]",[]
Mayzxx Mayx,5,2025-10-25 01:04:35,sangat indah dan nyaman tapi sayang nya gak hoki kayak orang lain,sangat indah dan nyaman tapi sayang nya gak hoki kayak orang lain,sangat indah dan nyaman tapi sayang nya gak hoki kayak orang lain,sangat indah dan nyaman tapi sayang nya gak hoki kayak orang lain,"['sangat', 'indah', 'dan', 'nyaman', 'tapi', 'sayang', 'nya', 'gak', 'hoki', 'kayak', 'orang', 'lain']","['sangat', 'indah', 'nyaman', 'sayang', 'hoki', 'orang']","['sangat', 'indah', 'nyaman', 'sayang', 'hoki', 'orang']","['sangat', 'indah', 'nyaman', 'sayang', 'hoki', 'orang']","['sangat', 'indah', 'nyaman', 'sayang', 'hoki', 'orang']",sangat indah nyaman sayang hoki orang,"[('sangat',), ('indah',), ('nyaman',), ('sayang',), ('hoki',), ('orang',)]","[('sangat', 'indah'), ('indah', 'nyaman'), ('nyaman', 'sayang'), ('sayang', 'hoki'), ('hoki', 'orang')]","[('sangat', 'indah', 'nyaman'), ('indah', 'nyaman', 'sayang'), ('nyaman', 'sayang', 'hoki'), ('sayang', 'hoki', 'orang')]"
Sukman Nnn,5,2025-10-25 01:04:00,seru banget,seru banget,seru banget,seru banget,"['seru', 'banget']",['seru'],['seru'],['seru'],['seru'],seru,"[('seru',)]",[],[]
Evan Arifin,1,2025-10-25 01:01:39,"pas main CS ranked ngasih musuh nya gk ngotak, CS ELITE sekrang makin gk ngotak karena ada SG pelotok terus banyak yang ngendok saran gua hapus SG pelotok dari CS Elite plisss RANK dari Elite Heroik turun jadi diamond gara² SG peletom","pas main cs ranked ngasih musuh nya gk ngotak, cs elite sekrang makin gk ngotak karena ada sg pelotok terus banyak yang ngendok saran gua hapus sg pelotok dari cs elite plisss rank dari elite heroik turun jadi diamond gara² sg peletom",pas main cs ranked ngasih musuh nya gk ngotak cs elite sekrang makin gk ngotak karena ada sg pelotok terus banyak yang ngendok saran gua hapus sg pelotok dari cs elite plisss rank dari elite heroik turun jadi diamond gara sg peletom,pas main cs ranked ngasih musuh nya gk ngotak cs elite sekrang makin gk ngotak karena ada sg pelotok terus banyak yang ngendok saran gua hapus sg pelotok dari cs elite plisss rank dari elite heroik turun jadi diamond gara sg peletom,"['pas', 'main', 'cs', 'ranked', 'ngasih', 'musuh', 'nya', 'gk', 'ngotak', 'cs', 'elite', 'sekrang', 'makin', 'gk', 'ngotak', 'karena', 'ada', 'sg', 'pelotok', 'terus', 'banyak', 'yang', 'ngendok', 'saran', 'gua', 'hapus', 'sg', 'pelotok', 'dari', 'cs', 'elite', 'plisss', 'rank', 'dari', 'elite', 'heroik', 'turun', 'jadi', 'diamond', 'gara', 'sg', 'peletom']","['cs', 'ngasih', 'musuh', 'ngotak', 'cs', 'elite', 'sekrang', 'makin', 'ngotak', 'sg', 'pelotok', 'terus', 'banyak', 'ngendok', 'saran', 'sg', 'pelotok', 'cs', 'elite', 'elite', 'heroik', 'gara', 'sg', 'peletom']","['cs', 'ngasih', 'musuh', 'ngotak', 'cs', 'elite', 'sekrang', 'makin', 'ngotak', 'sg', 'pelotok', 'terus', 'banyak', 'ngendok', 'saran', 'sg', 'pelotok', 'cs', 'elite', 'elite', 'heroik', 'gara', 'sg', 'peletom']","['cs', 'ngasih', 'musuh', 'ngotak', 'elite', 'sekrang', 'makin', 'sg', 'pelotok', 'terus', 'banyak', 'ngendok', 'saran', 'heroik', 'gara', 'peletom']","['ngasih', 'musuh', 'ngotak', 'elite', 'sekrang', 'makin', 'pelotok', 'terus', 'banyak', 'ngendok', 'saran', 'heroik', 'gara', 'peletom']",ngasih musuh ngotak elite sekrang makin pelotok terus banyak ngendok saran heroik gara peletom,"[('ngasih',), ('musuh',), ('ngotak',), ('elite',), ('sekrang',), ('makin',), ('pelotok',), ('terus',), ('banyak',), ('ngendok',), ('saran',), ('heroik',), ('gara',), ('peletom',)]","[('ngasih', 'musuh'), ('musuh', 'ngotak'), ('ngotak', 'elite'), ('elite', 'sekrang'), ('sekrang', 'makin'), ('makin', 'pelotok'), ('pelotok', 'terus'), ('terus', 'banyak'), ('banyak', 'ngendok'), ('ngendok', 'saran'), ('saran', 'heroik'), ('heroik', 'gara'), ('gara', 'peletom')]","[('ngasih', 'musuh', 'ngotak'), ('musuh', 'ngotak', 'elite'), ('ngotak', 'elite', 'sekrang'), ('elite', 'sekrang', 'makin'), ('sekrang', 'makin', 'pelotok'), ('makin', 'pelotok', 'terus'), ('pelotok', 'terus', 'banyak'), ('terus', 'banyak', 'ngendok'), ('banyak', 'ngendok', 'saran'), ('ngendok', 'saran', 'heroik'), ('saran', 'heroik', 'gara'), ('heroik', 'gara', 'peletom')]"
Deffan Maulana,5,2025-10-25 01:01:03,seru sekali game ini aku akan tetap memainkan nya,seru sekali game ini aku akan tetap memainkan nya,seru sekali game ini aku akan tetap memainkan nya,seru sekali permainan ini aku akan tetap memainkan nya,"['seru', 'sekali', 'permainan', 'ini', 'aku', 'akan', 'tetap', 'memainkan', 'nya']","['seru', 'permainan', 'tetap', 'memainkan']","['seru', 'main', 'tetap', 'main']","['seru', 'main', 'tetap']","['seru', 'main', 'tetap']",seru main tetap,"[('seru',), ('main',), ('tetap',)]","[('seru', 'main'), ('main', 'tetap')]","[('seru', 'main', 'tetap')]"
Aldinf,3,2025-10-25 01:00:14,ngeleg co,ngeleg co,ngeleg co,lemot co,"['lemot', 'co']",['co'],['co'],['co'],[],,[],[],[]
Fillio Runako Abqari,5,2025-10-25 00:52:19,grafik lumayan dan masalah bug nya saya pernah ngalamin kena ben sendiri tapi untuk ff no 2 karena ada game lain lebih seru tapi ff tetap seru juga ff majuuuuuuu.,grafik lumayan dan masalah bug nya saya pernah ngalamin kena ben sendiri tapi untuk ff no 2 karena ada game lain lebih seru tapi ff tetap seru juga ff majuuuuuuu.,grafik lumayan dan masalah bug nya saya pernah ngalamin kena ben sendiri tapi untuk ff no karena ada game lain lebih seru tapi ff tetap seru juga ff majuuuuuuu,grafik lumayan dan masalah bug nya saya pernah ngalamin kena ben sendiri tapi untuk ff no karena ada permainan lain lebih seru tapi ff tetap seru juga ff majuuuuuuu,"['grafik', 'lumayan', 'dan', 'masalah', 'bug', 'nya', 'saya', 'pernah', 'ngalamin', 'kena', 'ben', 'sendiri', 'tapi', 'untuk', 'ff', 'no', 'karena', 'ada', 'permainan', 'lain', 'lebih', 'seru', 'tapi', 'ff', 'tetap', 'seru', 'juga', 'ff', 'majuuuuuuu']","['masalah', 'pernah', 'ngalamin', 'sendiri', 'permainan', 'seru', 'tetap', 'seru', 'majuuuuuuu']","['masalah', 'pernah', 'ngalamin', 'sendiri', 'main', 'seru', 'tetap', 'seru', 'majuuuuuuu']","['masalah', 'pernah', 'ngalamin', 'sendiri', 'main', 'seru', 'tetap', 'majuuuuuuu']","['masalah', 'pernah', 'ngalamin', 'sendiri', 'main', 'seru', 'tetap', 'maju']",masalah pernah ngalamin sendiri main seru tetap maju,"[('masalah',), ('pernah',), ('ngalamin',), ('sendiri',), ('main',), ('seru',), ('tetap',), ('maju',)]","[('masalah', 'pernah'), ('pernah', 'ngalamin'), ('ngalamin', 'sendiri'), ('sendiri', 'main'), ('main', 'seru'), ('seru', 'tetap'), ('tetap', 'maju')]","[('masalah', 'pernah', 'ngalamin'), ('pernah', 'ngalamin', 'sendiri'), ('ngalamin', 'sendiri', 'main'), ('sendiri', 'main', 'seru'), ('main', 'seru', 'tetap'), ('seru', 'tetap', 'maju')]"
